ciclo,origem,destino,Cultural,SPF,Genético
10,NY54,CMBR,0.71,1.0390000000000001,0.71
10,NY54,CHCG,1.85,2.726,1.85
10,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
10,NY54,WASH,1.439,2.6439999999999997,1.439
10,CMBR,PHLA,0.645,0.316,0.645
10,CHCG,CLEV,0.001,0.001,0.001
10,CHCG,PHLA,2.09,1.612,2.09
10,CHCG,STLS,0.821,3.3670000000000004,1.201
10,CHCG,DNVR,1.12,1.12,1.12
10,CHCG,KSCY,0.44,0.001,0.44
10,CHCG,SNFN,0.744,1.885,0.364
10,CHCG,STTL,0.418,0.363,0.418
10,CHCG,SLKC,1.205,1.0659999999999998,1.205
10,CLEV,NSVL,0.314,0.972,0.314
10,CLEV,STLS,1.057,0.001,1.057
10,CLEV,PHLA,1.02,0.622,1.02
10,RLGH,ATLN,1.3609999999999998,1.3609999999999998,1.3609999999999998
10,RLGH,WASH,0.001,0.001,0.001
10,ATLN,WASH,1.7530000000000001,1.7530000000000001,1.7530000000000001
10,ATLN,NSVL,0.419,0.7749999999999999,0.419
10,ATLN,STLS,1.505,1.456,1.505
10,ATLN,DLLS,1.343,3.226,1.343
10,ATLN,ORLD,2.4709999999999996,2.461,2.4709999999999996
10,PHLA,WASH,1.512,0.307,1.512
10,NSVL,STLS,0.001,0.001,0.001
10,NSVL,DLLS,0.366,0.6679999999999999,0.366
10,STLS,DLLS,1.192,1.709,1.572
10,STLS,KSCY,1.902,1.561,1.902
10,STLS,LA03,1.024,1.069,1.024
10,NWOR,HSTN,0.449,0.449,0.449
10,NWOR,DLLS,2.816,2.532,2.816
10,NWOR,ORLD,1.453,0.445,1.453
10,HSTN,SNAN,0.449,0.449,0.449
10,HSTN,DLLS,2.117,2.411,2.117
10,HSTN,ORLD,1.183,0.001,1.183
10,SNAN,PHNX,0.363,0.363,0.363
10,SNAN,DLLS,0.746,0.746,0.746
10,DLLS,DNVR,0.34400000000000003,0.664,0.96
10,DLLS,KSCY,0.44,0.001,0.44
10,DLLS,SNFN,4.710999999999999,4.011,3.715
10,DLLS,LA03,0.9890000000000001,0.682,0.9890000000000001
10,DNVR,KSCY,0.001,0.001,0.001
10,DNVR,SNFN,1.024,1.024,1.64
10,DNVR,SLKC,0.001,0.321,0.001
10,KSCY,SNFN,0.663,0.322,0.663
10,SNFN,SCRM,3.13,3.9589999999999996,3.13
10,SNFN,PTLD,2.531,2.9480000000000004,2.531
10,SNFN,STTL,2.662,2.3,2.662
10,SNFN,SLKC,0.683,0.001,0.683
10,SNFN,LA03,2.615,1.955,2.615
10,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
10,PTLD,STTL,0.418,0.001,0.418
10,SLKC,LA03,1.043,0.715,1.043
10,LA03,SNDG,2.17,2.17,2.17
10,LA03,PHNX,0.7110000000000001,0.7110000000000001,0.7110000000000001
10,SNDG,PHNX,0.655,0.655,0.655
11,NY54,CMBR,1.033,1.362,1.033
11,NY54,CHCG,2.188,3.4010000000000002,2.188
11,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
11,NY54,WASH,1.439,2.981,1.439
11,CMBR,PHLA,1.06,0.731,1.06
11,CHCG,CLEV,0.001,0.001,0.001
11,CHCG,PHLA,2.09,1.612,2.09
11,CHCG,STLS,1.159,3.7050000000000005,1.5390000000000001
11,CHCG,DNVR,1.12,1.12,1.12
11,CHCG,KSCY,0.44,0.001,0.44
11,CHCG,SNFN,0.744,2.222,0.364
11,CHCG,STTL,0.418,0.363,0.418
11,CHCG,SLKC,1.205,1.0659999999999998,1.205
11,CLEV,NSVL,0.314,0.972,0.314
11,CLEV,STLS,1.057,0.001,1.057
11,CLEV,PHLA,1.02,0.622,1.02
11,RLGH,ATLN,1.3609999999999998,1.3609999999999998,1.3609999999999998
11,RLGH,WASH,0.001,0.001,0.001
11,ATLN,WASH,2.781,2.444,2.781
11,ATLN,NSVL,0.419,0.7749999999999999,0.419
11,ATLN,STLS,1.505,1.456,1.505
11,ATLN,DLLS,1.68,3.513,1.68
11,ATLN,ORLD,3.1619999999999995,2.8649999999999998,3.1619999999999995
11,PHLA,WASH,1.512,0.307,1.512
11,NSVL,STLS,0.001,0.001,0.001
11,NSVL,DLLS,0.366,0.6679999999999999,0.366
11,STLS,DLLS,1.192,1.709,1.572
11,STLS,KSCY,1.902,1.561,1.902
11,STLS,LA03,1.362,1.407,1.362
11,NWOR,HSTN,0.449,0.449,0.78
11,NWOR,DLLS,3.147,2.863,2.816
11,NWOR,ORLD,1.453,0.445,1.453
11,HSTN,SNAN,0.449,0.449,0.449
11,HSTN,DLLS,2.515,3.096,2.846
11,HSTN,ORLD,1.47,0.001,1.47
11,SNAN,PHNX,0.363,0.363,0.363
11,SNAN,DLLS,0.746,0.746,0.746
11,DLLS,DNVR,0.34400000000000003,0.664,0.96
11,DLLS,KSCY,0.44,0.001,0.44
11,DLLS,SNFN,5.776999999999999,4.74,4.781
11,DLLS,LA03,0.9890000000000001,0.682,0.9890000000000001
11,DNVR,KSCY,0.001,0.001,0.001
11,DNVR,SNFN,1.024,1.024,1.64
11,DNVR,SLKC,0.001,0.321,0.001
11,KSCY,SNFN,0.663,0.322,0.663
11,SNFN,SCRM,3.467,4.295999999999999,3.467
11,SNFN,PTLD,2.862,3.2790000000000004,2.862
11,SNFN,STTL,2.662,2.3,2.662
11,SNFN,SLKC,0.683,0.001,0.683
11,SNFN,LA03,2.615,1.955,2.615
11,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
11,PTLD,STTL,0.418,0.001,0.418
11,SLKC,LA03,1.043,0.715,1.043
11,LA03,SNDG,2.17,2.17,2.17
11,LA03,PHNX,1.0490000000000002,1.0490000000000002,1.0490000000000002
11,SNDG,PHNX,0.655,0.655,0.655
12,NY54,CMBR,1.033,1.362,1.033
12,NY54,CHCG,2.188,3.846,2.188
12,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
12,NY54,WASH,1.439,3.4259999999999997,1.439
12,CMBR,PHLA,1.06,0.731,1.06
12,CHCG,CLEV,0.001,0.001,0.001
12,CHCG,PHLA,2.09,1.612,2.09
12,CHCG,STLS,1.159,3.7050000000000005,1.5390000000000001
12,CHCG,DNVR,1.12,1.12,1.12
12,CHCG,KSCY,0.44,0.001,0.44
12,CHCG,SNFN,0.744,2.222,0.364
12,CHCG,STTL,0.418,0.363,0.418
12,CHCG,SLKC,1.205,1.511,1.205
12,CLEV,NSVL,0.734,1.392,0.734
12,CLEV,STLS,1.057,0.001,1.057
12,CLEV,PHLA,1.02,0.622,1.02
12,RLGH,ATLN,2.4579999999999997,2.013,2.4579999999999997
12,RLGH,WASH,0.001,0.446,0.001
12,ATLN,WASH,2.781,2.444,2.781
12,ATLN,NSVL,1.287,1.6429999999999998,1.287
12,ATLN,STLS,1.505,1.456,1.505
12,ATLN,DLLS,2.125,3.806,2.125
12,ATLN,ORLD,4.262,3.6719999999999997,4.262
12,PHLA,WASH,1.512,0.307,1.512
12,NSVL,STLS,0.001,0.001,0.001
12,NSVL,DLLS,0.731,1.033,0.731
12,STLS,DLLS,1.192,1.709,1.572
12,STLS,KSCY,1.902,1.561,1.902
12,STLS,LA03,1.362,1.407,1.362
12,NWOR,HSTN,0.449,0.449,0.78
12,NWOR,DLLS,3.147,2.863,2.816
12,NWOR,ORLD,1.453,0.445,1.453
12,HSTN,SNAN,0.449,0.449,0.449
12,HSTN,DLLS,2.515,3.3890000000000002,2.846
12,HSTN,ORLD,1.763,0.001,1.763
12,SNAN,PHNX,0.363,0.363,0.363
12,SNAN,DLLS,0.746,0.746,0.746
12,DLLS,DNVR,0.789,1.0550000000000002,1.405
12,DLLS,KSCY,0.44,0.001,0.44
12,DLLS,SNFN,5.776999999999999,4.74,4.781
12,DLLS,LA03,0.9890000000000001,1.073,0.9890000000000001
12,DNVR,KSCY,0.001,0.001,0.001
12,DNVR,SNFN,1.024,1.024,1.64
12,DNVR,SLKC,0.837,0.321,0.837
12,KSCY,SNFN,0.663,0.322,0.663
12,SNFN,SCRM,3.9090000000000003,4.7379999999999995,3.9090000000000003
12,SNFN,PTLD,2.862,3.2790000000000004,2.862
12,SNFN,STTL,3.104,2.742,3.104
12,SNFN,SLKC,0.683,0.001,0.683
12,SNFN,LA03,2.615,1.955,2.615
12,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
12,PTLD,STTL,0.418,0.001,0.418
12,SLKC,LA03,1.434,0.715,1.434
12,LA03,SNDG,2.17,2.17,2.17
12,LA03,PHNX,1.0490000000000002,1.0490000000000002,1.0490000000000002
12,SNDG,PHNX,0.655,0.655,0.655
13,NY54,CMBR,1.033,1.362,1.033
13,NY54,CHCG,2.188,3.846,2.188
13,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
13,NY54,WASH,1.439,3.4259999999999997,1.439
13,CMBR,PHLA,1.06,0.731,1.06
13,CHCG,CLEV,0.001,0.001,0.001
13,CHCG,PHLA,2.09,1.612,2.09
13,CHCG,STLS,1.159,3.7050000000000005,1.5390000000000001
13,CHCG,DNVR,1.12,1.12,1.12
13,CHCG,KSCY,0.44,0.001,0.44
13,CHCG,SNFN,0.744,2.222,0.364
13,CHCG,STTL,0.418,0.363,0.418
13,CHCG,SLKC,1.205,1.511,1.205
13,CLEV,NSVL,0.734,1.392,0.734
13,CLEV,STLS,1.057,0.001,1.057
13,CLEV,PHLA,1.02,0.622,1.02
13,RLGH,ATLN,2.4579999999999997,2.013,2.4579999999999997
13,RLGH,WASH,0.001,0.446,0.001
13,ATLN,WASH,3.1510000000000002,2.814,3.1510000000000002
13,ATLN,NSVL,1.287,1.6429999999999998,1.287
13,ATLN,STLS,1.875,1.826,1.875
13,ATLN,DLLS,2.125,3.806,2.125
13,ATLN,ORLD,4.6739999999999995,4.084,4.6739999999999995
13,PHLA,WASH,1.512,0.307,1.512
13,NSVL,STLS,0.001,0.395,0.001
13,NSVL,DLLS,1.125,1.033,1.125
13,STLS,DLLS,1.192,1.709,1.572
13,STLS,KSCY,1.902,1.561,1.902
13,STLS,LA03,1.7320000000000002,2.1710000000000003,1.7320000000000002
13,NWOR,HSTN,0.449,0.449,0.78
13,NWOR,DLLS,3.147,2.863,2.816
13,NWOR,ORLD,1.453,0.445,1.453
13,HSTN,SNAN,0.776,0.776,0.776
13,HSTN,DLLS,2.515,3.3890000000000002,2.846
13,HSTN,ORLD,2.09,0.328,2.09
13,SNAN,PHNX,0.363,0.363,0.363
13,SNAN,DLLS,0.746,0.746,0.746
13,DLLS,DNVR,0.789,1.0550000000000002,1.405
13,DLLS,KSCY,0.44,0.001,0.44
13,DLLS,SNFN,5.776999999999999,4.74,4.781
13,DLLS,LA03,1.383,1.073,1.383
13,DNVR,KSCY,0.001,0.001,0.001
13,DNVR,SNFN,1.024,1.024,1.64
13,DNVR,SLKC,0.837,0.321,0.837
13,KSCY,SNFN,0.663,0.322,0.663
13,SNFN,SCRM,3.9090000000000003,4.7379999999999995,3.9090000000000003
13,SNFN,PTLD,2.862,3.2790000000000004,2.862
13,SNFN,STTL,3.104,2.742,3.104
13,SNFN,SLKC,0.683,0.001,0.683
13,SNFN,LA03,2.615,1.955,2.615
13,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
13,PTLD,STTL,0.418,0.001,0.418
13,SLKC,LA03,1.881,1.162,1.881
13,LA03,SNDG,2.934,2.934,2.934
13,LA03,PHNX,1.0490000000000002,1.0490000000000002,1.0490000000000002
13,SNDG,PHNX,0.655,0.655,0.655
14,NY54,CMBR,1.033,1.362,1.033
14,NY54,CHCG,2.188,3.846,2.188
14,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
14,NY54,WASH,1.439,3.4259999999999997,1.439
14,CMBR,PHLA,1.06,0.731,1.06
14,CHCG,CLEV,0.001,0.001,0.001
14,CHCG,PHLA,2.476,1.9980000000000002,2.476
14,CHCG,STLS,1.159,3.7050000000000005,1.5390000000000001
14,CHCG,DNVR,1.5060000000000002,1.5060000000000002,1.5060000000000002
14,CHCG,KSCY,0.44,0.001,0.44
14,CHCG,SNFN,0.744,2.222,0.364
14,CHCG,STTL,0.418,0.363,0.418
14,CHCG,SLKC,1.205,1.511,1.205
14,CLEV,NSVL,1.039,1.6969999999999998,1.039
14,CLEV,STLS,1.057,0.001,1.057
14,CLEV,PHLA,1.325,0.927,1.325
14,RLGH,ATLN,2.4579999999999997,2.013,2.4579999999999997
14,RLGH,WASH,0.001,0.446,0.001
14,ATLN,WASH,3.1510000000000002,2.814,3.1510000000000002
14,ATLN,NSVL,1.287,1.6429999999999998,1.287
14,ATLN,STLS,1.875,2.204,1.875
14,ATLN,DLLS,2.503,4.168,2.503
14,ATLN,ORLD,5.052,4.824,5.052
14,PHLA,WASH,1.512,0.307,1.512
14,NSVL,STLS,0.001,0.395,0.001
14,NSVL,DLLS,1.125,1.033,1.125
14,STLS,DLLS,1.192,1.709,1.572
14,STLS,KSCY,1.902,1.561,1.902
14,STLS,LA03,1.7320000000000002,2.5490000000000004,1.7320000000000002
14,NWOR,HSTN,0.449,0.449,0.78
14,NWOR,DLLS,3.147,2.863,2.816
14,NWOR,ORLD,1.453,0.445,1.453
14,HSTN,SNAN,0.776,0.776,0.776
14,HSTN,DLLS,3.286,3.798,3.617
14,HSTN,ORLD,2.452,0.328,2.452
14,SNAN,PHNX,0.363,0.363,0.363
14,SNAN,DLLS,0.746,0.746,0.746
14,DLLS,DNVR,0.789,1.4640000000000002,1.405
14,DLLS,KSCY,0.44,0.001,0.44
14,DLLS,SNFN,6.547999999999999,5.102,5.552
14,DLLS,LA03,1.7610000000000001,1.073,1.7610000000000001
14,DNVR,KSCY,0.001,0.001,0.001
14,DNVR,SNFN,1.024,1.024,1.64
14,DNVR,SLKC,0.837,0.73,0.837
14,KSCY,SNFN,0.663,0.322,0.663
14,SNFN,SCRM,4.271,5.1,4.271
14,SNFN,PTLD,2.862,3.2790000000000004,2.862
14,SNFN,STTL,3.104,2.742,3.104
14,SNFN,SLKC,1.092,0.001,1.092
14,SNFN,LA03,2.615,1.955,2.615
14,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
14,PTLD,STTL,0.418,0.001,0.418
14,SLKC,LA03,1.881,1.162,1.881
14,LA03,SNDG,2.934,2.934,2.934
14,LA03,PHNX,1.0490000000000002,1.0490000000000002,1.0490000000000002
14,SNDG,PHNX,0.655,0.655,0.655
15,NY54,CMBR,1.44,1.7690000000000001,1.44
15,NY54,CHCG,2.595,3.846,2.595
15,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
15,NY54,WASH,1.439,3.8329999999999997,1.439
15,CMBR,PHLA,1.06,0.731,1.06
15,CHCG,CLEV,0.001,0.001,0.001
15,CHCG,PHLA,2.782,1.9980000000000002,2.782
15,CHCG,STLS,1.566,4.011,1.9460000000000002
15,CHCG,DNVR,1.5060000000000002,1.5060000000000002,1.5060000000000002
15,CHCG,KSCY,0.44,0.001,0.44
15,CHCG,SNFN,0.744,2.222,0.364
15,CHCG,STTL,0.418,0.363,0.418
15,CHCG,SLKC,1.205,1.511,1.205
15,CLEV,NSVL,1.039,1.6969999999999998,1.039
15,CLEV,STLS,1.057,0.001,1.057
15,CLEV,PHLA,1.325,0.927,1.325
15,RLGH,ATLN,2.8259999999999996,2.687,2.8259999999999996
15,RLGH,WASH,0.307,0.446,0.307
15,ATLN,WASH,3.1510000000000002,3.221,3.1510000000000002
15,ATLN,NSVL,1.287,1.6429999999999998,1.287
15,ATLN,STLS,1.875,2.5100000000000002,1.875
15,ATLN,DLLS,2.503,4.575,2.503
15,ATLN,ORLD,5.052,4.824,5.052
15,PHLA,WASH,1.818,0.307,1.818
15,NSVL,STLS,0.001,0.395,0.001
15,NSVL,DLLS,1.575,1.4829999999999999,1.575
15,STLS,DLLS,1.599,1.709,1.979
15,STLS,KSCY,1.902,1.561,1.902
15,STLS,LA03,1.7320000000000002,2.5490000000000004,1.7320000000000002
15,NWOR,HSTN,0.449,0.449,0.78
15,NWOR,DLLS,3.147,2.863,2.816
15,NWOR,ORLD,1.453,0.445,1.453
15,HSTN,SNAN,1.094,1.094,1.094
15,HSTN,DLLS,3.693,4.205,4.024
15,HSTN,ORLD,2.452,0.328,2.452
15,SNAN,PHNX,0.681,1.131,0.681
15,SNAN,DLLS,0.746,1.196,0.746
15,DLLS,DNVR,0.789,1.4640000000000002,1.405
15,DLLS,KSCY,0.44,0.001,0.44
15,DLLS,SNFN,6.547999999999999,5.102,5.552
15,DLLS,LA03,2.2110000000000003,1.073,2.2110000000000003
15,DNVR,KSCY,0.001,0.001,0.001
15,DNVR,SNFN,1.024,1.024,1.64
15,DNVR,SLKC,0.837,0.73,0.837
15,KSCY,SNFN,0.663,0.322,0.663
15,SNFN,SCRM,4.271,5.1,4.271
15,SNFN,PTLD,2.862,3.2790000000000004,2.862
15,SNFN,STTL,3.104,2.742,3.104
15,SNFN,SLKC,1.092,0.001,1.092
15,SNFN,LA03,3.019,2.359,3.019
15,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
15,PTLD,STTL,0.418,0.001,0.418
15,SLKC,LA03,1.881,1.162,1.881
15,LA03,SNDG,3.338,3.338,3.338
15,LA03,PHNX,1.499,1.0490000000000002,1.499
15,SNDG,PHNX,0.655,0.655,0.655
16,NY54,CMBR,1.44,1.7690000000000001,1.44
16,NY54,CHCG,2.875,4.126,2.875
16,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
16,NY54,WASH,1.439,3.8329999999999997,1.439
16,CMBR,PHLA,1.06,0.731,1.06
16,CHCG,CLEV,0.001,0.338,0.001
16,CHCG,PHLA,2.782,1.9980000000000002,2.782
16,CHCG,STLS,1.9260000000000002,4.371,2.306
16,CHCG,DNVR,1.5060000000000002,1.5060000000000002,1.5060000000000002
16,CHCG,KSCY,0.72,0.281,0.72
16,CHCG,SNFN,0.744,2.628,0.364
16,CHCG,STTL,1.1840000000000002,1.06,1.1840000000000002
16,CHCG,SLKC,1.205,1.511,1.205
16,CLEV,NSVL,1.039,2.034,1.039
16,CLEV,STLS,1.057,0.001,1.057
16,CLEV,PHLA,1.325,0.927,1.325
16,RLGH,ATLN,2.8259999999999996,2.687,2.8259999999999996
16,RLGH,WASH,0.307,0.446,0.307
16,ATLN,WASH,3.1510000000000002,3.221,3.1510000000000002
16,ATLN,NSVL,1.287,1.6429999999999998,1.287
16,ATLN,STLS,1.875,2.5100000000000002,1.875
16,ATLN,DLLS,2.503,4.575,2.503
16,ATLN,ORLD,5.052,4.824,5.052
16,PHLA,WASH,1.818,0.307,1.818
16,NSVL,STLS,0.001,0.395,0.001
16,NSVL,DLLS,1.912,1.4829999999999999,1.912
16,STLS,DLLS,1.599,1.709,1.979
16,STLS,KSCY,1.902,1.561,1.902
16,STLS,LA03,1.7320000000000002,2.5490000000000004,1.7320000000000002
16,NWOR,HSTN,0.449,0.449,0.78
16,NWOR,DLLS,3.147,2.863,2.816
16,NWOR,ORLD,1.453,0.445,1.453
16,HSTN,SNAN,1.4620000000000002,1.4620000000000002,1.4620000000000002
16,HSTN,DLLS,3.693,4.205,4.024
16,HSTN,ORLD,2.82,0.696,2.82
16,SNAN,PHNX,1.049,1.499,1.049
16,SNAN,DLLS,0.746,1.196,0.746
16,DLLS,DNVR,0.789,1.4640000000000002,1.405
16,DLLS,KSCY,0.44,0.001,0.44
16,DLLS,SNFN,6.884999999999999,5.102,5.888999999999999
16,DLLS,LA03,2.2110000000000003,1.073,2.2110000000000003
16,DNVR,KSCY,0.001,0.001,0.001
16,DNVR,SNFN,1.024,1.024,1.64
16,DNVR,SLKC,0.837,0.73,0.837
16,KSCY,SNFN,0.663,0.322,0.663
16,SNFN,SCRM,4.271,5.1,4.271
16,SNFN,PTLD,2.862,3.6850000000000005,2.862
16,SNFN,STTL,3.4410000000000003,2.742,3.4410000000000003
16,SNFN,SLKC,1.092,0.001,1.092
16,SNFN,LA03,3.019,2.359,3.019
16,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
16,PTLD,STTL,0.8240000000000001,0.001,0.8240000000000001
16,SLKC,LA03,1.881,1.162,1.881
16,LA03,SNDG,3.338,3.338,3.338
16,LA03,PHNX,1.499,1.0490000000000002,1.499
16,SNDG,PHNX,0.655,0.655,0.655
17,NY54,CMBR,1.44,2.555,1.44
17,NY54,CHCG,2.875,4.126,2.875
17,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
17,NY54,WASH,1.439,4.619,1.439
17,CMBR,PHLA,1.846,0.731,1.846
17,CHCG,CLEV,0.001,0.338,0.001
17,CHCG,PHLA,3.121,1.9980000000000002,3.121
17,CHCG,STLS,1.9260000000000002,4.371,2.306
17,CHCG,DNVR,1.5060000000000002,1.5060000000000002,1.5060000000000002
17,CHCG,KSCY,1.059,0.281,1.059
17,CHCG,SNFN,0.744,2.628,0.364
17,CHCG,STTL,1.1840000000000002,1.06,1.1840000000000002
17,CHCG,SLKC,1.205,1.511,1.205
17,CLEV,NSVL,1.039,2.034,1.039
17,CLEV,STLS,1.057,0.001,1.057
17,CLEV,PHLA,1.325,0.927,1.325
17,RLGH,ATLN,2.8259999999999996,2.687,2.8259999999999996
17,RLGH,WASH,1.078,1.217,1.078
17,ATLN,WASH,3.1510000000000002,3.56,3.1510000000000002
17,ATLN,NSVL,1.287,1.6429999999999998,1.287
17,ATLN,STLS,1.875,2.5100000000000002,1.875
17,ATLN,DLLS,2.503,4.914000000000001,2.503
17,ATLN,ORLD,5.052,4.824,5.052
17,PHLA,WASH,2.265,0.307,2.265
17,NSVL,STLS,0.001,0.395,0.001
17,NSVL,DLLS,1.912,1.4829999999999999,1.912
17,STLS,DLLS,1.599,1.709,1.979
17,STLS,KSCY,1.902,1.561,1.902
17,STLS,LA03,1.7320000000000002,2.5490000000000004,1.7320000000000002
17,NWOR,HSTN,0.449,0.449,0.78
17,NWOR,DLLS,3.5909999999999997,3.307,3.26
17,NWOR,ORLD,1.453,0.445,1.453
17,HSTN,SNAN,1.4620000000000002,1.4620000000000002,1.4620000000000002
17,HSTN,DLLS,3.693,4.205,4.024
17,HSTN,ORLD,2.82,0.696,2.82
17,SNAN,PHNX,1.049,1.499,1.049
17,SNAN,DLLS,1.085,1.535,1.085
17,DLLS,DNVR,0.789,1.4640000000000002,1.405
17,DLLS,KSCY,0.779,0.001,0.779
17,DLLS,SNFN,6.884999999999999,5.102,5.888999999999999
17,DLLS,LA03,2.2110000000000003,1.073,2.2110000000000003
17,DNVR,KSCY,0.001,0.001,0.001
17,DNVR,SNFN,1.024,1.024,1.64
17,DNVR,SLKC,0.837,0.73,0.837
17,KSCY,SNFN,0.663,0.322,0.663
17,SNFN,SCRM,4.271,5.1,4.271
17,SNFN,PTLD,2.862,3.6850000000000005,2.862
17,SNFN,STTL,3.4410000000000003,2.742,3.4410000000000003
17,SNFN,SLKC,1.092,0.001,1.092
17,SNFN,LA03,3.4330000000000003,2.773,3.4330000000000003
17,SCRM,SLKC,0.8300000000000001,0.001,0.8300000000000001
17,PTLD,STTL,0.8240000000000001,0.001,0.8240000000000001
17,SLKC,LA03,1.881,1.162,1.881
17,LA03,SNDG,3.7520000000000002,3.7520000000000002,3.7520000000000002
17,LA03,PHNX,1.499,1.0490000000000002,1.499
17,SNDG,PHNX,0.655,0.655,0.655
18,NY54,CMBR,1.44,2.97,1.44
18,NY54,CHCG,2.875,4.87,2.875
18,NY54,PHLA,0.7629999999999999,0.7629999999999999,0.7629999999999999
18,NY54,WASH,1.439,4.9479999999999995,1.439
18,CMBR,PHLA,2.261,0.731,2.261
18,CHCG,CLEV,0.001,0.338,0.001
18,CHCG,PHLA,3.536,1.9980000000000002,3.536
18,CHCG,STLS,1.9260000000000002,4.371,2.306
18,CHCG,DNVR,1.5060000000000002,1.5060000000000002,1.5060000000000002
18,CHCG,KSCY,1.059,0.281,1.059
18,CHCG,SNFN,0.744,3.043,0.364
18,CHCG,STTL,1.1840000000000002,1.06,1.1840000000000002
18,CHCG,SLKC,1.62,1.8399999999999999,1.62
18,CLEV,NSVL,1.039,2.034,1.039
18,CLEV,STLS,1.057,0.001,1.057
18,CLEV,PHLA,1.325,0.927,1.325
18,RLGH,ATLN,3.843,3.375,3.843
18,RLGH,WASH,1.078,1.546,1.078
18,ATLN,WASH,3.1510000000000002,3.56,3.1510000000000002
18,ATLN,NSVL,1.287,1.6429999999999998,1.287
18,ATLN,STLS,1.875,2.5100000000000002,1.875
18,ATLN,DLLS,3.2260000000000004,5.308000000000001,3.2260000000000004
18,ATLN,ORLD,5.052,4.824,5.052
18,PHLA,WASH,2.265,0.307,2.265
18,NSVL,STLS,0.001,0.395,0.001
18,NSVL,DLLS,1.912,1.4829999999999999,1.912
18,STLS,DLLS,1.599,1.709,1.979
18,STLS,KSCY,1.902,1.561,1.902
18,STLS,LA03,2.1260000000000003,2.9430000000000005,2.1260000000000003
18,NWOR,HSTN,0.449,0.449,0.78
18,NWOR,DLLS,3.5909999999999997,3.307,3.26
18,NWOR,ORLD,1.453,0.445,1.453
18,HSTN,SNAN,1.4620000000000002,1.4620000000000002,1.4620000000000002
18,HSTN,DLLS,3.693,4.205,4.024
18,HSTN,ORLD,2.82,0.696,2.82
18,SNAN,PHNX,1.396,1.846,1.396
18,SNAN,DLLS,1.47,1.92,1.47
18,DLLS,DNVR,1.183,1.858,1.799
18,DLLS,KSCY,0.779,0.001,0.779
18,DLLS,SNFN,7.213999999999999,5.102,6.217999999999999
18,DLLS,LA03,2.2110000000000003,1.073,2.2110000000000003
18,DNVR,KSCY,0.001,0.001,0.001
18,DNVR,SNFN,1.024,1.024,1.64
18,DNVR,SLKC,0.837,0.73,0.837
18,KSCY,SNFN,0.663,0.322,0.663
18,SNFN,SCRM,4.271,5.515,4.271
18,SNFN,PTLD,2.862,3.6850000000000005,2.862
18,SNFN,STTL,3.4410000000000003,2.742,3.4410000000000003
18,SNFN,SLKC,1.421,0.001,1.421
18,SNFN,LA03,3.4330000000000003,2.773,3.4330000000000003
18,SCRM,SLKC,1.245,0.001,1.245
18,PTLD,STTL,0.8240000000000001,0.001,0.8240000000000001
18,SLKC,LA03,2.2279999999999998,1.509,2.2279999999999998
18,LA03,SNDG,3.7520000000000002,3.7520000000000002,3.7520000000000002
18,LA03,PHNX,1.846,1.3960000000000001,1.846
18,SNDG,PHNX,0.655,0.655,0.655
19,NY54,CMBR,1.44,3.2950000000000004,1.44
19,NY54,CHCG,3.315,6.07,3.315
19,NY54,PHLA,0.7629999999999999,0.7629999999999999,1.198
19,NY54,WASH,1.439,5.382999999999999,1.874
19,CMBR,PHLA,2.5860000000000003,0.731,2.5860000000000003
19,CHCG,CLEV,0.001,0.338,0.001
19,CHCG,PHLA,3.971,1.9980000000000002,3.971
19,CHCG,STLS,1.9260000000000002,5.136000000000001,2.306
19,CHCG,DNVR,1.5060000000000002,1.5060000000000002,1.5060000000000002
19,CHCG,KSCY,1.059,0.281,1.059
19,CHCG,SNFN,1.184,3.043,0.804
19,CHCG,STTL,1.6190000000000002,1.495,1.6190000000000002
19,CHCG,SLKC,1.62,1.8399999999999999,1.62
19,CLEV,NSVL,1.039,2.034,1.039
19,CLEV,STLS,1.382,0.001,1.382
19,CLEV,PHLA,1.65,0.927,1.65
19,RLGH,ATLN,3.843,3.375,3.843
19,RLGH,WASH,1.078,1.546,1.078
19,ATLN,WASH,3.5970000000000004,4.006,3.5970000000000004
19,ATLN,NSVL,1.287,1.6429999999999998,1.287
19,ATLN,STLS,1.875,2.5100000000000002,1.875
19,ATLN,DLLS,3.6720000000000006,5.7540000000000004,3.6720000000000006
19,ATLN,ORLD,5.052,4.824,5.052
